ALA1LYS2_4	ALA1LYS2_5	ARG1PHE1_11	ARG1PHE1_12	ARG1PHE1_13	ARG1PHE1_14	ARG1PHE1_16	ARG1PHE1_8	ARG1PHE1_9	ARG1TYR1_11	ARG1TYR1_12	ARG1TYR1_13	ARG1TYR1_14	ARG1TYR1_15	ARG1TYR1_16	ARG1TYR1_8	ARG1TYR1_9	ARG2PHE2_4	ARG2PHE2_5	ARG2PHE2_6	ARG2PHE2_7	ARG2PHE2_8	ARG2TYR2_4	ARG2TYR2_5	ARG2TYR2_6	ARG2TYR2_7	ARG2TYR2_8	GLY1LYS2_4	LEU1LYS2_4	LYS1ALA1_11	LYS1ALA1_12	LYS1ALA1_13	LYS1ALA1_14	LYS1ALA1_6	LYS1ALA1_7	LYS1ALA1_8	LYS1ALA1_9	LYS1GLY1_11	LYS1GLY1_12	LYS1GLY1_13	LYS1GLY1_14	LYS1GLY1_6	LYS1GLY1_7	LYS1GLY1_8	LYS1GLY1_9	LYS1LEU1_11	LYS1LEU1_12	LYS1LEU1_13	LYS1LEU1_14	LYS1LEU1_6	LYS1LEU1_7	LYS1LEU1_8	LYS1LEU1_9	LYS1PHE1_11	LYS1PHE1_12	LYS1PHE1_13	LYS1PHE1_14	LYS1PHE1_15
8.012001991271973	10.846830368041992	19.144012451171875	20.630586624145508	22.654804229736328	24.70675277709961	28.37120246887207	15.311994552612305	16.576412200927734	19.73551177978516	21.481338500976562	23.58461570739746	25.235170364379883	27.05530548095703	27.872730255126957	16.237537384033203	14.134721755981444	13.269755363464355	14.182660102844238	19.452619552612305	22.88119125366211	28.675262451171875	14.978321075439451	17.42022132873535	22.69819450378418	24.61330795288086	26.288959503173828	10.939190864562988	10.041050910949709	14.869787216186523	15.245064735412598	17.176658630371094	20.701616287231445	9.822672843933104	11.350347518920898	12.574382781982422	12.691349983215332	17.575754165649414	19.83747673034668	20.119518280029297	21.16186141967773	9.98853874206543	11.489437103271484	13.059892654418944	13.457513809204102	16.56928253173828	16.130882263183594	17.659305572509766	22.20656013488769	8.854013442993164	11.472542762756348	10.439516067504885	13.512593269348145	17.25893211364746	20.84661293029785	21.52917861938477	25.28873634338379	25.495473861694336
7.990020275115967	10.254476547241213	19.487491607666016	20.58531188964844	20.94297981262207	25.71905899047852	28.65656471252441	15.217931747436523	14.890435218811035	19.55743789672852	20.63678550720215	22.788877487182617	24.55264663696289	26.744747161865234	28.092266082763672	15.852938652038574	14.501795768737791	14.59509563446045	14.141460418701172	19.135961532592773	22.7213191986084	25.4771785736084	14.803451538085938	15.80262279510498	22.730152130126957	24.774747848510746	25.52677726745605	10.997255325317385	10.246331214904783	14.17426872253418	16.33060646057129	16.44927406311035	20.36542510986328	9.800262451171877	10.562780380249023	12.657360076904297	12.844087600708008	17.39655113220215	20.47390556335449	20.742267608642575	21.37632942199707	9.655166625976564	10.433659553527832	13.052671432495115	13.438617706298828	17.48192596435547	16.051485061645508	16.853574752807617	20.40090751647949	9.2853422164917	11.5665922164917	10.015547752380373	12.606463432312012	17.7641544342041	19.852170944213867	21.59708976745605	25.018993377685547	25.45823860168457
7.875128746032715	11.193521499633787	19.63115882873535	20.8940372467041	20.713077545166016	25.834915161132812	28.416114807128903	14.957056045532228	15.32490348815918	19.80304908752441	19.529741287231445	21.97580337524414	24.911378860473636	27.41951942443848	27.915075302124023	15.386560440063477	14.980419158935549	15.449336051940918	12.967523574829102	20.47001266479492	21.682111740112305	26.49553871154785	14.512134552001951	17.980375289916992	22.076309204101562	23.19062614440918	25.01432228088379	11.348573684692385	10.435895919799805	12.800870895385742	14.986764907836914	16.4901180267334	19.93996810913086	9.53073024749756	9.529858589172363	12.713356971740724	11.646305084228516	17.235063552856445	20.55607032775879	19.632658004760746	22.86824607849121	9.10293197631836	9.476032257080078	13.146288871765137	14.71095371246338	17.128829956054688	15.839363098144531	16.906511306762695	20.66820526123047	8.718743324279785	12.295226097106934	10.499728202819824	12.47492504119873	17.21068572998047	19.707706451416016	19.790258407592773	24.121004104614254	24.619094848632812
8.155981063842773	10.499762535095217	19.47130012512207	21.39799118041992	20.00458335876465	25.922739028930664	27.75650978088379	14.43030834197998	15.497042655944824	19.035724639892575	20.17153549194336	22.469844818115234	25.08185768127441	27.37540626525879	29.250062942504883	15.744219779968262	15.261309623718262	14.651762008666992	13.69308853149414	19.2794189453125	23.224262237548828	24.37756729125977	13.984092712402344	17.74223518371582	21.043184280395508	23.771217346191406	24.590103149414062	10.838930130004885	10.51262378692627	13.115839004516602	14.636613845825195	17.041643142700195	19.383094787597656	9.9570951461792	10.422270774841309	12.196773529052734	10.826635360717772	16.641441345214844	18.210020065307617	21.837495803833008	20.73031234741211	9.64050579071045	10.45660400390625	13.623818397521973	14.103569984436035	16.470502853393555	14.754688262939451	16.645978927612305	21.84817123413086	9.17949390411377	11.447733879089355	10.544408798217772	12.313721656799316	18.09150505065918	20.14428329467773	20.075044631958008	23.879213333129883	24.630470275878903
7.858619689941406	10.756715774536133	19.970165252685547	20.062379837036133	21.51432609558105	24.543649673461918	28.282960891723636	15.272480010986328	15.429181098937988	18.97189140319824	20.39552116394043	22.651336669921875	24.05013465881348	26.64165306091309	29.42171669006348	15.309707641601564	14.782183647155762	14.575202941894531	13.410442352294922	18.21408462524414	22.79230308532715	25.077543258666992	13.203904151916504	18.016582489013672	20.97855758666992	23.55640411376953	25.7036247253418	9.950347900390623	10.438294410705566	13.438254356384276	14.990901947021484	17.432043075561523	20.39756393432617	9.716981887817385	9.313409805297852	12.48511791229248	11.637455940246582	15.883262634277344	16.203824996948242	21.593656539916992	19.60348892211914	10.324522972106934	9.748459815979004	12.78865909576416	14.041363716125488	16.06211280822754	14.448043823242188	16.2012882232666	20.387739181518555	9.812692642211914	11.685622215270996	10.344017028808594	11.748578071594238	17.94640350341797	20.553503036499023	20.283906936645508	23.27829360961914	24.083559036254883
8.108044624328613	10.920523643493652	18.87423515319824	19.706987380981445	21.45677947998047	24.37879753112793	27.964569091796875	15.015442848205566	14.744985580444336	19.39661026000977	19.11864471435547	22.950124740600582	24.669832229614254	27.28935813903809	27.742090225219727	15.3811616897583	14.02204418182373	15.047491073608398	13.736042976379396	17.534353256225586	21.202102661132812	24.81297492980957	14.178281784057615	18.15154838562012	20.910463333129883	24.14907455444336	24.55473518371582	10.56874179840088	9.758341789245604	14.36549949645996	14.480301856994627	15.86428451538086	19.850845336914062	8.774691581726074	9.363173484802246	12.286992073059082	11.463973999023438	15.802244186401367	16.42572593688965	21.063446044921875	19.528514862060547	9.878097534179688	9.909011840820312	12.95734977722168	12.16440773010254	15.684769630432127	14.192090034484863	16.821563720703125	18.75864791870117	9.137089729309082	11.78278923034668	11.5415678024292	11.664315223693848	18.23404312133789	19.307138442993164	19.86092758178711	23.936767578125	24.73370933532715
8.177865028381348	9.289198875427246	19.563879013061523	19.106801986694336	21.65365982055664	24.30864906311035	27.89788246154785	15.14486312866211	15.879487037658691	19.612722396850582	18.64784812927246	23.30313873291016	24.339672088623047	27.054079055786133	27.95804023742676	14.976523399353027	14.140437126159668	15.577975273132324	13.174077033996582	15.831280708312988	23.74041748046875	23.67558860778809	12.584190368652344	17.130783081054688	20.877195358276367	21.380460739135746	24.362964630126957	9.458149909973145	9.501107215881348	14.972583770751951	15.230673789978027	16.22681427001953	16.702747344970703	9.098899841308594	10.14168930053711	10.787637710571287	13.517187118530272	16.43613624572754	15.919927597045898	18.926603317260746	19.255996704101562	9.421829223632812	9.7453031539917	13.358353614807127	11.340587615966797	14.405892372131348	14.060384750366213	16.732099533081055	18.246828079223636	9.09034252166748	11.233024597167969	11.357654571533203	10.879549026489258	17.386472702026367	20.338191986083984	19.468753814697266	23.60597038269043	23.964365005493164
8.178850173950195	10.831836700439451	19.39233016967773	20.17024803161621	20.915674209594727	23.53769302368164	27.618003845214844	15.105046272277832	15.86119270324707	20.287309646606445	18.309038162231445	23.66136360168457	24.731130599975582	27.11286163330078	27.72695541381836	15.057991027832031	13.652371406555176	15.593942642211914	13.408437728881836	15.90020751953125	22.84027099609375	24.46161460876465	13.755453109741213	17.743135452270508	20.25751495361328	22.266950607299805	24.131277084350582	9.15587043762207	10.01502799987793	13.441207885742188	14.720905303955078	14.77572536468506	15.615192413330078	9.476487159729004	9.281559944152832	11.250600814819336	12.044618606567385	15.74159049987793	15.584238052368164	17.58063507080078	19.302791595458984	9.947311401367188	9.46723461151123	12.519631385803224	12.210016250610352	13.704530715942385	13.475981712341309	17.95376968383789	18.55040168762207	9.554606437683104	11.55506420135498	11.800933837890623	11.971774101257324	18.420372009277344	19.956035614013672	18.645645141601562	24.409900665283203	23.850215911865234
8.181639671325684	11.098133087158203	18.53479766845703	19.212839126586918	20.34355354309082	23.865812301635746	27.76874351501465	15.580824851989746	16.03836441040039	18.53910446166992	18.255874633789062	23.536449432373047	24.77469062805176	26.533546447753903	27.71754264831543	14.991168022155762	13.524483680725098	14.25121784210205	12.220973014831545	17.27256202697754	24.53810691833496	24.49824905395508	14.116938591003418	17.66494369506836	19.814720153808597	22.866479873657227	25.70970916748047	9.326964378356934	10.19500732421875	13.536951065063477	14.793158531188965	13.696020126342772	15.87411403656006	9.690852165222168	9.133301734924316	10.793986320495604	11.427484512329102	15.438523292541504	16.5944881439209	18.620153427124023	19.67072296142578	10.60886001586914	10.28565788269043	12.715383529663086	12.552802085876465	15.273207664489746	13.924775123596191	17.1065616607666	18.026594161987305	10.1495361328125	11.582051277160645	11.840035438537598	11.514532089233398	18.639732360839844	20.873971939086918	19.473915100097656	23.785781860351562	24.31120109558105
7.852061748504639	10.772666931152344	18.197946548461918	18.870868682861328	20.457094192504883	24.73270034790039	27.04137420654297	14.748442649841309	16.665115356445312	19.389854431152344	17.6264591217041	23.191131591796875	23.71493148803711	26.922832489013672	26.577880859375	14.807848930358888	15.157635688781738	14.289859771728516	12.68250846862793	18.270246505737305	24.10709953308105	26.712181091308597	13.368633270263672	17.237192153930664	20.5659236907959	23.24636650085449	24.99535179138184	9.477375030517578	10.069693565368652	13.69403076171875	13.401341438293455	13.423901557922363	15.802793502807615	9.389506340026855	10.119497299194336	10.53326416015625	11.66757869720459	15.281278610229492	16.102275848388672	18.65192222595215	18.26337242126465	11.091196060180664	9.867194175720217	12.697208404541016	13.543825149536133	14.891648292541504	12.923053741455078	17.38620376586914	16.9693603515625	9.82697296142578	11.897193908691406	10.919548988342283	11.214673042297363	19.02175712585449	19.92355728149414	18.095029830932617	23.22104835510254	24.236026763916016
